301.201	8.62319	40.7522
301.602	8.88308	40.48
302.002	9.13357	40.2111
302.402	9.36932	39.9476
302.803	9.58666	39.6908
303.203	9.78861	39.4398
303.604	9.97983	39.1934
304.004	10.165	38.9502
304.404	10.3467	38.7097
304.805	10.5238	38.4732
305.205	10.695	38.242
305.606	10.8586	38.0176
306.006	11.0147	37.8
306.406	11.1644	37.5883
306.807	11.3089	37.3815
307.207	11.4493	37.1787
307.608	11.5844	36.9807
308.008	11.7121	36.7892
308.408	11.8301	36.6057
308.809	11.9375	36.4313
309.209	12.0379	36.2636
309.61	12.1359	36.1
310.01	12.2361	35.9377
310.41	12.3418	35.7749
310.811	12.4508	35.6143
311.211	12.5597	35.4595
311.612	12.6651	35.3141
312.012	12.7648	35.1793
312.412	12.8592	35.0518
312.813	12.9489	34.928
313.213	13.0343	34.8044
313.614	13.1164	34.6794
314.014	13.1963	34.5553
314.414	13.2754	34.4344
314.815	13.355	34.3195
315.215	13.4357	34.2115
315.616	13.5169	34.109
316.016	13.598	34.0101
316.416	13.6784	33.9132
316.817	13.7575	33.8171
317.217	13.8353	33.7226
317.618	13.9116	33.6304
318.018	13.9864	33.5411
318.418	14.0598	33.4552
318.819	14.1321	33.3726
319.219	14.204	33.293
319.62	14.2758	33.2164
320.02	14.348	33.1426
320.42	14.4208	33.0715
320.821	14.4945	33.0028
321.221	14.5692	32.9365
321.622	14.6452	32.8724
322.022	14.722	32.8102
322.422	14.7992	32.7497
322.823	14.8762	32.6906
323.223	14.9528	32.6327
323.624	15.0288	32.5761
324.024	15.1042	32.5208
324.424	15.1793	32.467
324.825	15.2542	32.4149
325.225	15.3288	32.3643
325.626	15.4033	32.3149
326.026	15.478	32.2664
326.426	15.5527	32.2186
326.827	15.6277	32.1713
327.227	15.703	32.1248
327.628	15.7783	32.0793
328.028	15.8538	32.0353
328.428	15.9295	31.993
328.829	16.0056	31.9528
329.229	16.0826	31.915
329.63	16.1608	31.8801
330.03	16.2404	31.8483
330.43	16.3209	31.8189
330.831	16.4016	31.7908
331.231	16.4817	31.7628
331.632	16.5602	31.7341
332.032	16.6371	31.7042
332.432	16.713	31.6743
332.833	16.7886	31.6456
333.233	16.8649	31.6193
333.634	16.9424	31.5962
334.034	17.021	31.5764
334.434	17.1004	31.5591
334.835	17.1802	31.5436
