302.402	1.46011	2.6386
302.803	1.46212	2.58831
303.203	1.46401	2.53818
303.604	1.46568	2.48835
304.004	1.467	2.43897
304.404	1.46787	2.3902
304.805	1.46817	2.34218
305.205	1.46779	2.29506
305.606	1.46662	2.249
306.006	1.46453	2.20414
306.406	1.46141	2.16057
306.807	1.45696	2.11779
307.207	1.45083	2.07502
307.608	1.44267	2.03148
308.008	1.43212	1.98639
308.408	1.41881	1.93897
308.809	1.4024	1.88843
309.209	1.38252	1.834
309.61	1.35882	1.77489
310.01	1.33095	1.71031
310.41	1.29904	1.64055
310.811	1.26512	1.56977
311.211	1.23162	1.50305
311.612	1.20098	1.44543
312.012	1.174	1.39916
312.412	1.14862	1.36144
312.813	1.12246	1.32896
313.213	1.09313	1.2984
313.614	1.05826	1.26645
314.014	1.0155	1.22981
314.414	0.964964	1.18761
314.815	0.911161	1.14324
315.215	0.859034	1.1005
315.616	0.813496	1.0632
316.016	0.776525	1.0332
316.416	0.744974	1.00901
316.817	0.715181	0.98879
317.217	0.683483	0.970693
317.618	0.646216	0.952884
318.018	0.59976	0.933539
318.418	0.543756	0.912113
318.819	0.483461	0.89026
319.219	0.424687	0.869849
319.62	0.373206	0.852736
320.02	0.331754	0.839738
320.42	0.297907	0.829895
320.821	0.268739	0.822078
321.221	0.241324	0.815156
321.622	0.212735	0.807999
322.022	0.180046	0.799477
322.422	0.141494	0.788869
322.823	0.0992597	0.776848
323.223	0.0563613	0.764383
323.624	0.0158164	0.752439
324.024	-0.0197298	0.741868
324.424	-0.0503055	0.73268
324.825	-0.0771062	0.724522
325.225	-0.101332	0.717034
325.626	-0.124185	0.709861
326.026	-0.146863	0.702646
326.426	-0.170562	0.695033
326.827	-0.196039	0.686842
327.227	-0.223341	0.678171
327.628	-0.25245	0.669143
328.028	-0.283348	0.659884
328.428	-0.316018	0.650517
328.829	-0.350442	0.641167
329.229	-0.386603	0.631959
329.63	-0.424481	0.623015
330.03	-0.46406	0.614461
330.43	-0.505323	0.60642
330.831	-0.548204	0.599019
331.231	-0.591893	0.592402
331.632	-0.634963	0.586733
332.032	-0.675971	0.582173
332.432	-0.713473	0.578885
332.833	-0.746512	0.576943
333.233	-0.775661	0.57614
333.634	-0.801793	0.576217
334.034	-0.825781	0.576912
334.434	-0.848497	0.577964
334.835	-0.870814	0.579113
335.235	-0.893598	0.5801
335.636	-0.917345	0.580781
336.036	-0.941978	0.581187
336.436	-0.967374	0.581366
336.837	-0.993411	0.581363
337.237	-1.01997	0.581226
337.638	-1.04691	0.581
338.038	-1.07413	0.580733
338.438	-1.1015	0.580471
338.839	-1.12889	0.58026
339.239	-1.15618	0.580148
339.64	-1.18325	0.58018
340.04	-1.20998	0.580396
340.44	-1.23637	0.580794
340.841	-1.26241	0.581353
341.241	-1.28812	0.582053
341.642	-1.31353	0.582874
342.042	-1.33862	0.583796
342.442	-1.36343	0.584799
342.843	-1.38797	0.585862
343.243	-1.41224	0.586966
343.644	-1.43626	0.588091
344.044	-1.46004	0.589216
344.444	-1.4836	0.590321
344.845	-1.50695	0.591391
345.245	-1.53011	0.592422
345.646	-1.55308	0.593411
346.046	-1.57589	0.594359
346.446	-1.59855	0.595263
346.847	-1.62107	0.596121
347.247	-1.64348	0.596932
347.648	-1.66579	0.597694
348.048	-1.68801	0.598406
348.448	-1.71016	0.599067
348.849	-1.73226	0.599674
349.249	-1.75431	0.600226
349.65	-1.77634	0.600722
350.05	-1.79836	0.60116
350.45	-1.82039	0.601538
350.851	-1.84245	0.601855
351.251	-1.86454	0.602109
351.652	-1.88668	0.602299
352.052	-1.90889	0.602423
352.452	-1.93119	0.60248
352.853	-1.95359	0.602468
353.253	-1.97611	0.602385
353.654	-1.99876	0.60223
354.054	-2.02155	0.602002
354.454	-2.04451	0.601699
354.855	-2.0676	0.601326
355.255	-2.0908	0.600895
355.656	-2.11404	0.600414
356.056	-2.1373	0.599895
356.456	-2.16052	0.599348
356.857	-2.18366	0.598783
357.257	-2.20668	0.598209
357.658	-2.22953	0.597638
358.058	-2.25218	0.59708
358.458	-2.27456	0.596544
358.859	-2.29666	0.596041
359.259	-2.31841	0.595582
359.66	-2.33977	0.595176
360.06	-2.36071	0.594834
360.46	-2.38117	0.594566
360.861	-2.40111	0.594382
361.261	-2.4205	0.594293
361.662	-2.43928	0.594308
362.062	-2.45741	0.594438
